original_text,generated_text,questeval_score,overall_questeval_score
"enchanted labs - (san francisco, ca) - ex-facebook co-founders.
about
enchanted labs is a funded, early stage, travel startup co-founded by two ex-facebookers.  we’re working on an innovative trip technology and looking for a few talented designers and engineers to join our small team on the ground level.  we’re seeking allstars who want to make an impact, iterate quickly, and are passionate about travel.
most importantly, you must be able to problem solve, learn rapidly, and be excited for an awesome startup journey with us that will revolutionize the travel industry.
role
- back end/fullstack engineer
more info
- <a href=""http://jobs.enchantedlabs.com"" >
or feel free to shoot me a line at redacted_email.","enchanted labs - (san francisco, ca) - ex-facebook co-founders.
about
enchanted labs is a funded, early stage, travel startup co-founded by two ex-facebookers.  we’re working on an innovative trip technology and looking for a few talented designers and engineers to join our small team on the ground level.  we’re seeking allstars who want to make an impact, iterate quickly, and are passionate about travel.
most importantly, you must be able to problem solve, learn rapidly, and be excited for an awesome startup journey with us that will revolutionize the travel industry.
role
- back end/fullstack engineer
more info
- http://jobs.redactedlabs.com >
or feel free to shoot me a line at redacted_email.",0.6276619500294507,0.6022237928055753
"euclid inc - san francisco's mission district, four full-time positions,  (euclidanalytics.com)
euclid is google analytics for the physical world. euclid is leveling the playing field for brick and mortar retailers and changing the the way top retailers use consumer behavioral data.
as a data engineer, you will help solve some of the most vexing questions we have today.
as a full stack engineer at euclid, you will be building rails applications and apis, from our cloud-based databases and back-end services to our dynamic javascript front-end.
the front end engineer is a key technical lead in visualizing the insights we provide our retail customers.
details can be found at: <a href=""http://euclidanalytics.com/about/careers/"" >","euclid inc - san francisco's mission district, four full-time positions,  (euclidanalytics.com)
euclid is google analytics for the physical world. euclid is leveling the playing field for brick and mortar retailers and changing the way top retailers use consumer behavioral data.
as a data engineer, you will help solve some of the most of the most serious problems we have today.
as a full stack engineer at euclid, you will be building rails applications and apis, from our cloud-based databases and back-end services to our dynamic javascript front-end.
the front end engineer is a key technical lead in visualizing the insights we provide our retail customers.
details can be found at: http://euclidanalytics.com/about/careers/ >'",0.7244423332170586,0.6022237928055753
"apphero (apphero.com) - toronto, ontario, canada
apphero is looking for an engineer to join our team and help us revolutionize the way people discover mobile apps.
about you:
- passionate about building disruptive products that solve big problems
- excited by the opportunity to learn new things and question norms
- self starter who enjoys thinking outside the box
- entrepreneurial spirit and are interesting in taking an active role in growing apphero
- experience using java to build applications
- interested in working on the backend for web and mobile apps
more info here: <a href=""http://apphero.com/careers"" >http://apphero.com/careers</a>","apphero (apphero.com) - toronto, ontario, canada
apphero is looking for an engineer to join our team and help us revolutionize the way people discover mobile apps.
about you:
- passionate about building disruptive products that solve big problems
- excited by the opportunity to learn new things and question norms
- self starter who enjoys thinking outside the box
- entrepreneurial spirit and are interesting in taking an active role in growing app hero
- experience using java to build applications
- interested in working on the backend for web and mobile apps
more info here:",0.6767554601094428,0.6022237928055753
"toronto - uken games
software engineer (full time)
uken is looking for talented software engineers to become members of our core development team.
you'd be working on meaningful things like:
- creating performant, cross-platform games;
- building game features that are deployed weekly to our millions of players;
- writing beautiful, maintainable code with extensive test coverage.
your background should include:
- proven software engineering skills;
- excellent understanding of web architecture;
- the ability to communicate clearly;
- an appetite to learn, grow, and take on increasingly more responsibility;
- a strong desire to build something that people really want.
it'd be a big plus if you have:
- experience developing games;
- experience building applications for mobile platforms;
- contributed to an open source project (include your github profile);
- experience with the technologies we use: ruby on rails, objective-c, javascript, nginx, mysql, linux. we believe in a fun &amp; meaningful work environment:
- you'll be equipped with a macbook pro/air, 27"" monitors, ios/android device;
- stock options and competitive salaries;
- full health, dental, vision coverage;
- snacked-filled kitchen and booster juice breaks;
- catered breakfast, lunch, and dinner;
- convenient location downtown toronto
about us
uken is one of the only true cross platform gaming companies around. we build fun social and mobile games that make people stare, smile, jump, and feel awesome inside. we have a quirky nerdy culture that fosters creativity, collaboration, quality ideas, and a data driven mindset. we believe in moving quickly and improving constantly and that mantra is reflected in the weekly updates we make to our games and internal technologies. we have an appetite for pushing technical boundaries and we’ve done exactly that with html5. we work on products that are used by millions of people everywhere and we’re just getting started.","toronto - uken games
software engineer (full time)
uken is looking for talented software engineers to become members of our core development team.
you'd be working on meaningful things like:
- creating performant, cross-platform games;
- building game features that are deployed weekly to our millions of players;
- writing beautiful, maintainable code with extensive test coverage.
your background should include:
- proven software engineering skills;
- excellent understanding of web architecture;
- the ability to communicate clearly;
- an appetite to learn, grow, and take on increasingly more responsibility;
- a strong desire to build something that people really want.
it'd be a big plus if you have:
- experience developing games;
- experience building applications for mobile platforms;
- contributed to an open source project (include your github profile);
- experience with the technologies we use: ruby on rails, objective-c, javascript, nginx, mysql, linux. we believe in a fun &amp; meaningful work environment:
- you'll be equipped with a macbook pro/air, 27 monitors, ios/android device;
- stock options and competitive salaries;
- full health, dental, vision coverage;
-",0.5947096427467995,0.6022237928055753
"toronto - uken games
software engineer (full time)
uken is looking for talented software engineers to become members of our core development team.
you'd be working on meaningful things like:
- creating performant, cross-platform games;
- building game features that are deployed weekly to our millions of players;
- writing beautiful, maintainable code with extensive test coverage.
your background should include:
- proven software engineering skills;
- excellent understanding of web architecture;
- the ability to communicate clearly;
- an appetite to learn, grow, and take on increasingly more responsibility;
- a strong desire to build something that people really want.
it'd be a big plus if you have:
- experience developing games;
- experience building applications for mobile platforms;
- contributed to an open source project (include your github profile);
- experience with the technologies we use: ruby on rails, objective-c, javascript, nginx, mysql, linux. we believe in a fun &amp; meaningful work environment:
- you'll be equipped with a macbook pro/air, 27"" monitors, ios/android device;
- stock options and competitive salaries;
- full health, dental, vision coverage;
- snacked-filled kitchen and booster juice breaks;
- catered breakfast, lunch, and dinner;
- convenient location downtown toronto
about us
uken is one of the only true cross platform gaming companies around. we build fun social and mobile games that make people stare, smile, jump, and feel awesome inside. we have a quirky nerdy culture that fosters creativity, collaboration, quality ideas, and a data driven mindset. we believe in moving quickly and improving constantly and that mantra is reflected in the weekly updates we make to our games and internal technologies. we have an appetite for pushing technical boundaries and we’ve done exactly that with html5. we work on products that are used by millions of people everywhere and we’re just getting started.","toronto - uken games
software engineer (full time)
uken is looking for talented software engineers to become members of our core development team.
you'd be working on meaningful things like:
- creating performant, cross-platform games;
- building game features that are deployed weekly to our millions of players;
- writing beautiful, maintainable code with extensive test coverage.
your background should include:
- proven software engineering skills;
- excellent understanding of web architecture;
- the ability to communicate clearly;
- an appetite to learn, grow, and take on increasingly more responsibility;
- a strong desire to build something that people really want.
it'd be a big plus if you have:
- experience developing games;
- experience building applications for mobile platforms;
- contributed to an open source project (include your github profile);
- experience with the technologies we use: ruby on rails, objective-c, javascript, nginx, mysql, linux. we believe in a fun &amp; meaningful work environment:
- you'll be equipped with a macbook pro/air, 27 monitors, ios/android device;
- stock options and competitive salaries;
- full health, dental, vision coverage;
-",0.5947096427467995,0.6022237928055753
"benbria - ottawa, canada. we are looking for:
1. node.js developer
2. product manager
3. front-end designer and developer (dual wielding)
4. software coop or interns
benbria powers notification platforms for some of the largest enterprises in the world. you'll be working with us on our new customer engagement product.
more info at <a href=""http://www.benbria.com/company/careers"" >http://www.benbria.com/company/careers</a>","benbria - ottawa, canada. we are looking for:
1. node.js developer
2. product manager
3. front-end designer and developer (2. software coop or interns)
4. software coop or interns
benbria powers notification platforms for some of the largest enterprises in the world. you'll be working with us on our new customer engagement product.
more info at '",0.6074643472880628,0.6022237928055753
"enchanted labs - (san francisco, ca) - ex-facebook co-founders.
about
enchanted labs is a funded, early stage, travel startup co-founded by two ex-facebookers.  we’re working on an innovative trip technology and looking for a few talented designers and engineers to join our small team on the ground level.  we’re seeking allstars who want to make an impact, iterate quickly, and are passionate about travel.
most importantly, you must be able to problem solve, learn rapidly, and be excited for an awesome startup journey with us that will revolutionize the travel industry.
role
- back end/fullstack engineer
more info
- <a href=""http://jobs.enchantedlabs.com"" >
or feel free to shoot me a line at redacted_email.","enchanted labs - (san francisco, ca) - ex-facebook co-founders.
about
enchanted labs is a funded, early stage, travel startup co-founded by two ex-facebookers.  we’re working on an innovative trip technology and looking for a few talented designers and engineers to join our small team on the ground level.  we’re seeking allstars who want to make an impact, iterate quickly, and are passionate about travel.
most importantly, you must be able to problem solve, learn rapidly, and be excited for an awesome startup journey with us that will revolutionize the travel industry.
rrole
- back end/fullstack engineer
more info
- http://jobs.enantlabs.com >
or feel free to shoot me a line at redacted_email.",0.6152766794780518,0.6022237928055753
"santa clara, ca, full-time, linux kernel - virtualization engineer at nvidia.
we are looking for talented embedded system software engineers with a focus on virtualization to help us architect next generation hypervisor software for nvidia platforms.
this is a position in santa clara, ca.
some of the skills we look for:
technical expertise on the arm architecture, embedded virtualization, multicore designs, linux kernel, device drivers and embedded software in general.
practical understanding and implementation of microkernels, hypervisor design, multicore, cache coherency, concurrency, systems level api design, virtual memory management. also development of virtualization interfaces for the linux kernel.
keywords/specialties: virtualization, hypervisor design, microkernels, arm architecture, linux kernel, virtual memory management, multicore.
<a href=""http://careers.nvidia.com//pljb/nvidia/nvidiaemployment/applicant/jobclick.jsp?count=1&amp;id=9407"" >
for cvs please email rkhanna @ nvidia.com","santa clara, ca, full-time, linux kernel - virtualization engineer at mit.
we are looking for talented embedded system software engineers with a focus on virtualization to help us architect next generation hypervisor software for the linux kernel.
this is a position in santa clara, ca.
some of the skills we look for:
technical expertise on the arm architecture, embedded virtualization, divisionot designs, linux kernel, device drivers and embedded software in general.
p practical understanding and implementation of microkots, hypervisor design, microkiwos, arm architecture, linux kernel, virtual memory management, multicore.
http://careers.nvf/pljb/nf-f-applicant/jobclick.jsp?, count=1&amp;id=9407 >
for cvs please email rhanna @ nvk.com'",0.6183998639820611,0.6022237928055753
"&lt;&lt;&lt;————— underdog.io ——— soho, nyc ——— <a href=""https://www.underdog.io"" > —————
we’re (<a href=""https://www.underdog.io"" >) looking to make our first hire, a lead software engineer in new york city.
today, we're is a curated, two-sided marketplace for talent. we help growing startups hire amazing people across all verticals at a fraction of the cost of traditional recruiting firms. we're moving toward a bigger opportunity involving information exchange across networks of companies.
in the interest of full transparency, it's a big job with lots of positives and negatives.
the good:
• traction (<a href=""https://medium.com/@joshuagoldstein/our-first-four-months-building-underdog-io-904dd9831644"" >) after a few months.
• proven business model - we're making money every month.
• chance to get common stock in a bootstrapped startup = big upside.
• full technical autonomy. today, we're using popular languages and tools - python/flask, postgresql, elastic search, s3, etc. - but you'd have the opportunity to make changes.
• work out of founder collective's space in soho.
• work with great freelance designers and advisors.
the bad:
• less structure and certainty than a funded startup.
• fairly tight budget until we raise a round.
• only full-time developer until we build an engineering team.
email redacted_email to apply.
sorry, we can't sponsor visa candidates.
keywords: new york, nyc, developer, dev, python, flask, postgresql, elastic search, s3, bacon, <a href=""https://www.underdog.io/"" >","&lt;&lt; &lt; &lt;ri—	.io — — —	 soho, nyc — —19 https://underdog.io > —————
we’re (https://underdog.io >) looking to make our first hire, a lead software engineer in new york city.
today, we're a curated, two-sided marketplace for talent. we help growing startups hire amazing people across all verticals at a fraction of the cost of traditional recruiting firms. we're moving toward a bigger opportunity involving information exchange across networks of companies.
in the interest of full transparency, it's a big job with lots of positive and problems.
the good:
• trait (https://medium.com/@joshuagoldite/our-first-re-the-first-4-months-building-underdog-io-904dd9831 >) after a few months.
• proven business model - we're making money every month.
• chance to get common stock in a bootstrapped startup = big upside.
• full technical autonomy. today, we're using popular languages and tools - python/flask, postgresql, elastic search, s3,",0.5536897464614277,0.6022237928055753
"amsterdam, the netherlands. h1b[1]
booking.com is always on the lookout for good developers, dba's and sysadmins on-site in the center of amsterdam. i'm a developer there currently working on infrastructure tasks and relocated over there about three years ago, and have been very happy with it.
we have people from all over the world relocating to work with us and are very well set up to handle relocation and visa issues, most of the people working in it are expats so we've got a lot of experience with bringing people in.
it's a rapidly growing company that represents the biggest chunk of the priceline (pcln) group of companies where problems that look relatively mundane on paper become much more interesting due to the scale and growth levels we're operating at.
we use perl for almost everything with a mysql backend and git for development. we get our changes out really fast, it's rare for your code not to be on our live systems within hours of you pushing it. we're also very open to open sourcing code that doesn't contain any business logic, i've personally been involved in open sourcing a few of our internal tools, including <a href=""https://github.com/git-deploy"" >https://github.com/git-deploy</a> and a few cpan modules.
we have a relatively flat hierarchy with minimum levels of bureaucracy since we're very data driven and have a clear goal: helping our customers.
you don't have to know perl in advance to be a developer there. we've hired people who've done c, java etc. before. the sort of people we'd like to hire are good technically, excellent at communication, and can acquire a good sense of how they fit into the big picture.
i'd be happy to answer any questions at redacted_email and/or forward your resume, i've posted in a similar thread here a few times before andi've fielded a bunch of questions from would-be applicants. <a href=""http://booking.com/jobs"" >http://booking.com/jobs</a> also has some good information.
1. well, not h1b, but we'll take care of the dutch equivalent","amsterdam, the netherlands. h1b[1]
booking.com is always on the lookout for good developers, dba's and sysadmins on-site in the center of amsterdam. i'm a developer there currently working on infrastructure tasks and relocated over there about three years ago, and have been very happy with it.
we have people from all over the world relocating to work with us and are very well set up to handle relocation and visa issues, most of the people working in it are expats so we've got a lot of experience with bringing people in.
it's a rapidly growing company that represents the biggest chunk of the priceline (pcln) group of companies where problems that look relatively mundane on paper become much more interesting due to the scale and growth levels we're operating at.
we use perl for almost everything with a mysql backend and git for development. we get our changes out really fast, it's rare for your code not to be on our live systems within hours of you pushing it. we're also very open to open sourcing code that doesn't contain any business logic, i've personally been involved in open sourcing a few of our internal tools, including  and a few cpan modules.
we have",0.5696008761693068,0.6022237928055753
