original_text,original_generated_text,fixed_generated_text,original_factuality_score,new_factuality_score,diff_q_df,prompt,factuality_difference,label
"daily harvest | <a href="" | jobs: software engineer + more | new york city, ny or princeton, nj | full-time onsite | <a href="" contact me at savraj@ [our domain] and mention hn in the subject line! based in nyc we are a rapidly growing startup sending out thousands of products to happy customers each week. everyone around you -- especially the non-techies in your life -- will at least try, if not consistently enjoy the frozen superfood eats that your work at daily harvest will deliver! our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. each cup is perfectly portioned, so all you have to do is take it out of the freezer, add your liquid of choice and blend, heat or soak. as a member of our software engineering team, you’ll craft and ship the code that powers our entire business -- from user-facing ui, to code that interfaces with our shipping providers, to inventory and supply chain management at scale. you’ll be working with a team of friendly, easy-going engineers. board game skills a plus. ;) your qualifications - 3+ years of experience in software development roles - experience with python-powered web-apps (flask, jinja, google cloud, google app engine, stripe) - mysql, google cloud sql, peewee orm - experience with git, pytest, and deployments to google cloud.","daily harvest |  | jobs: software engineer + more | new york city, ny or paris, nj | full-time onsite |  contact me atsavraj@ [our domain] and mention hn in the subject line! based in nyc we are a rapidly growing startup sending out thousands of products to happy customers each week. everyone around you -- especially the non-techies in your life -- will at least try, if not consistently enjoy the cloud superfoodes that your work at daily harvest will deliver! our 50+ flavor combination of smoothies, quickly oops, and harvest does deliver! our 50+ flavor combination of smoothies, instant oops, and harvest does deliver! our 50+ flavor combination of smoothies, instant oops, and harvest does deliver! our 50+ flavor combination of smoothies, instant oops, and harvest does deliver! our 50+ flavor combination of smoothies, instant oops, and harvest does deliver! our 50+ flavor combination of this elegant design is very well enough for all all you have to do is take it out of the fridge, add your liquid of choice and blend, heat or soak. as a member of our software engineering team, you’ll craft and ship the code that powers","daily harvest | <a href="" | jobs: software engineer + more | new york city, ny or princeton, nj | full-time onsite | <a href="" contact me at savraj@ [our domain] and mention hn in the subject line! based in nyc we are a rapidly growing startup sending out thousands of products to happy customers each week. everyone around you -- especially the non-techies in your life -- will at least try, if not consistently enjoy the frozen superfood eats that your work at daily harvest will deliver! our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. each cup is perfectly portioned, so all you have to do is take it out of the freezer, add your liquid of choice and blend, heat or soak. as a member of our software engineering team, you’ll craft and ship the code that powers",0.1771878004074096,0.8563459515571594,9.999999999999998,"Original job description for reference: 'Daily Harvest |  | jobs: Software Engineer + more | New York City, NY or Princeton, NJ | Full-time Onsite |  contact me at savraj@ [our domain] and mention HN in the subject line! Based in NYC we are a rapidly growing startup sending out thousands of products to happy customers each week. Everyone around you -- especially the non-techies in your life -- will at least try, if not consistently enjoy the frozen superfood eats that your work at Daily Harvest will deliver! Our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. Each cup is perfectly portioned, so all you have to do is take it out of the freezer, add your liquid of choice and blend, heat or soak. As a member of our software engineering team, you’ll craft and ship the code that powers our entire business -- from user-facing UI, to code that interfaces with our shipping providers, to inventory and supply chain management at scale. You’ll be working with a team of friendly, easy-going engineers. Board game skills a plus. ;) Your qualifications - 3+ years of experience in software development roles - Experience with Python-powered web-apps (Flask, Jinja, Google Cloud, Google App Engine, Stripe) - MySQL, Google Cloud SQL, PeeWee ORM - Experience with Git, PyTest, and deployments to Google Cloud.' 
Based on the original description, the job is located in New York City, NY or Princeton, NJ. The company, Daily Harvest, is seeking a qualified individual for the Software Engineer position. The ideal candidate would be skilled in the following technologies: Git, PyTest. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.6791581511497498,0
"cardiff, wales, united kingdom
mon motors group
job title: junior developer
we're looking for a junior php developer, experience with drupal, smarty / dwoo, javascript, node.js, linux server config, all plusses.
contact redacted_email","cardiff, spain, united kingdom
mon motors group
job title: junior developer
we're looking for a junior php developer, experience with drupal, smarty /dwoo, javascript, node.js, linux server config, all plusses.
contact redacted_email'","cardiff, wales, united kingdom
mon motors group
job title: junior developer
we're looking for a junior php developer, experience with drupal, smarty / dwoo, javascript, node.js, linux server config, all plusses.
contact redacted_email'",0.1293946355581283,0.8076590895652771,3.4999999999999964,"Original job description for reference: 'Cardiff, Wales, United Kingdom
Mon Motors Group
Job Title: Junior Developer
We're looking for a junior PHP developer, experience with Drupal, Smarty / Dwoo, Javascript, Node.js, Linux Server config, all plusses.
Contact REDACTED_EMAIL' 
Based on the original description, the job is located in Cardiff, Wales, United Kingdom. The company, Mon Motors Group, is seeking a qualified individual for the Junior Developer position. The ideal candidate would be skilled in the following technologies: Javascript, Node.js, Linux Server config. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.6782644540071487,0
"philadelphia, pa - senior software engineer
revzilla.com - <a href=""http://www.revzilla.com/senior-software-engineer"" >http://www.revzilla.com/senior-software-engineer</a>
we are currently looking for a talented developer with ruby / rails experience to help with the roll-out of ecommerce related functionality for revzilla.com
revzilla.com is 4 years old.  it was bootstrapped and profitable with 90 days.  founded by software developers, we lead with technology &#38; customer experience.  we strive to be the zappos of the powersports (26 bn) market.","philadelphia, pa - senior software engineer

linuxzilla.com - 
we are currently looking for a talented developer with ruby / rails experience to help with the roll-out of ecommerce related functionality for revzilla.com

rzilla.com is 4 years old.  it was bootstrapped and profitable with 90 days.  founded by software developers, we lead with technology &#38; customer experience.  we strive to be the zappos of the powersport (26 b n) market.","philadelphia, pa - senior software engineer
revzilla.com - <a href=""http://www.revzilla.com/senior-software-engineer"" >http://www.revzilla.com/senior-software-engineer</a>
we are currently looking for a talented developer with ruby / rails experience to help with the roll-out of ecommerce related functionality for revzilla.com
revzilla.com is 4 years old.  it was bootstrapped and profitable with 90 days.  founded by software developers, we lead with technology &#38; customer experience.  we strive to be the zappos of the powersport (26 b n) market.",0.3586673736572265,0.999367892742157,0.0,"Original job description for reference: 'Philadelphia, PA - Senior Software Engineer
RevZilla.com - 
We are currently looking for a talented developer with Ruby / Rails experience to help with the roll-out of eCommerce related functionality for RevZilla.com
RevZilla.com is 4 years old.  It was bootstrapped and profitable with 90 days.  Founded by software developers, we lead with technology &#38; customer experience.  We strive to be the Zappos of the powersports (26 bn) market.' 
Based on the original description, the job is located in <a href. The company, RevZilla.com, is seeking a qualified individual for the Senior Software Engineer position. The ideal candidate would be skilled in the following technologies: Ruby / Rails. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.6407005190849304,0
"daily harvest | <a href="" | jobs: software engineer + more | new york city, ny or princeton, nj | full-time onsite | <a href="" contact me at savraj@ [our domain] and mention hn in the subject line! based in nyc we are a rapidly growing startup sending out thousands of products to happy customers each week. everyone around you -- especially the non-techies in your life -- will at least try, if not consistently enjoy the frozen superfood eats that your work at daily harvest will deliver! our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. each cup is perfectly portioned, so all you have to do is take it out of the freezer, add your liquid of choice and blend, heat or soak. as a member of our software engineering team, you’ll craft and ship the code that powers our entire business -- from user-facing ui, to code that interfaces with our shipping providers, to inventory and supply chain management at scale. you’ll be working with a team of friendly, easy-going engineers. board game skills a plus. ;) your qualifications - 3+ years of experience in software development roles - experience with python-powered web-apps (flask, jinja, google cloud, google app engine, stripe) - mysql, google cloud sql, peewee orm - experience with git, pytest, and deployments to google cloud.","daily harvest |  | jobs: software engineer + more | new york city, ny or paris, nj | full-time onsite |  contact me at coolraj@ [our domain] and mention hn in the subject line! based in nyc we are a rapidly growing startup sending out thousands of products to happy customers each week. everyone around you -- especially the non-techies in your life -- will at least try, if not consistently enjoy the rocket superfood that your work at daily harvest will deliver! our 50+ flavor combination of smoothies, instant oops, chia parfaits, and harvestbowl are co- created by our team of chefs and nutritionists and come packed with organic products and no added added sweet or presews. each cup is perfectly portioned, so all you have to do is take it out of the fridge, add your liquid of choice and blend, heat or soak. as a member of our software engineering team, you’ll craft and ship the code that powers our entire business -- from user-facing ui, to code that interfaces with our shipping providers, to inventory and supply chain management at scale. you’ll be working with a team of friendly, easy-going engineers. board game skills a","daily harvest | <a href="" | jobs: software engineer + more | new york city, ny or princeton, nj | full-time onsite | <a href="" contact me at savraj@ [our domain] and mention hn in the subject line! based in nyc we are a rapidly growing startup sending out thousands of products to happy customers each week. everyone around you -- especially the non-techies in your life -- will at least try, if not consistently enjoy the frozen superfood eats that your work at daily harvest will deliver! our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. each cup is perfectly portioned, so all you have to do is take it out of the fridge, add your liquid of choice and blend, heat or soak. as a member of our software engineering team, you’ll craft and ship the code that powers our entire business -- from user-facing ui, to code that interfaces with our shipping providers, to inventory and supply chain management at scale. you’ll be working with a team of friendly, easy-going engineers. board game skills a",0.3780648708343506,0.9961820244789124,10.5,"Original job description for reference: 'Daily Harvest |  | jobs: Software Engineer + more | New York City, NY or Princeton, NJ | Full-time Onsite |  contact me at savraj@ [our domain] and mention HN in the subject line! Based in NYC we are a rapidly growing startup sending out thousands of products to happy customers each week. Everyone around you -- especially the non-techies in your life -- will at least try, if not consistently enjoy the frozen superfood eats that your work at Daily Harvest will deliver! Our 50+ flavor combinations of smoothies, overnight oats, chia parfaits, and harvest bowls are co-created by our team of chefs and nutritionists and come packed with organic fruits and vegetables, and no added sugar or preservatives. Each cup is perfectly portioned, so all you have to do is take it out of the freezer, add your liquid of choice and blend, heat or soak. As a member of our software engineering team, you’ll craft and ship the code that powers our entire business -- from user-facing UI, to code that interfaces with our shipping providers, to inventory and supply chain management at scale. You’ll be working with a team of friendly, easy-going engineers. Board game skills a plus. ;) Your qualifications - 3+ years of experience in software development roles - Experience with Python-powered web-apps (Flask, Jinja, Google Cloud, Google App Engine, Stripe) - MySQL, Google Cloud SQL, PeeWee ORM - Experience with Git, PyTest, and deployments to Google Cloud.' 
Based on the original description, the job is located in New York City, NY or Princeton, NJ. The company, Daily Harvest, is seeking a qualified individual for the Software Engineer position. The ideal candidate would be skilled in the following technologies: Git, PyTest. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.6181171536445618,0
"palo alto, ca -- <a href=""http://gopollgo.com/about/jobs"" >http://gopollgo.com/about/jobs</a>
gopollgo is looking for talented rails developers to help us innovate in the polling/survey space.  this will be employee #3 and is a full-time salaried position with options.  we're also looking for a stellar visual graphic designer -- full time salaried w/ options as well.
no remote workers right now -- sorry.","palo alto, ca -- 
gocq is looking for talented rails developers to help us innovate in the testing/survey space.  this will be employee #3 and is a full-time salaried position with options.  we're also looking for a stellar visual graphic designer -- full time salaried w/ options as well.
no remote workers right now -- sorry.","palo alto, ca -- <a href=""http://gopollgo.com/about/jobs"" >http://gopollgo.com/about/jobs</a>
gopollgo is looking for talented rails developers to help us innovate in the polling/survey space.  this will be employee #3 and is a full-time salaried position with options.  we're also looking for a stellar visual graphic designer -- full time salaried w/ options as well.
no remote workers right now -- sorry.",0.4017252922058105,0.9896173477172852,-0.5,"Original job description for reference: 'Palo Alto, CA -- 
GoPollGo is looking for talented Rails developers to help us innovate in the polling/survey space.  This will be employee #3 and is a full-time salaried position with options.  We're also looking for a stellar visual graphic designer -- full time salaried w/ options as well.
No remote workers right now -- sorry.' 
Based on the original description, the job is located in Palo Alto, CA. The company, gopollgo, is seeking a qualified individual for the employee #3 position. The ideal candidate would be skilled in the following technologies: Rails. This job does not offer the option to work remotely. Write a new job description using only the information provided in the original description.",0.5878920555114746,0
"ideo - palo alto, ca - d.shop
ios and/or android engineer (<a href=""http://bit.ly/1gefngi"" >)
full-stack web engineer (<a href=""http://bit.ly/17j5ltx"" >)
mechatronics engineer
electrical engineer
generalist - our job ads are specific but our jobs are not. if the above titles don't fit you, we can find one that will. use any either link above to apply or email us redacted_email and mention d.shop.
our digital shop (d.shop <a href=""http://www.ideo.com/expertise/digital-shop/"" >) is looking for creative technology generalists with deep expertise in one or more areas to be part of  growing our digital design discipline.
we value people with intense curiosity and proven technical skills who believe in the power of design to drive change. we think to build, and build to think. we expect you do too.
the digital shop is a creative technology studio focused on designing and developing innovative hardware and software experiences. you will work on a rich variety of projects--you might be asked to help assemble new hardware, or pair with a designer to create new to-the-world services and interactions.
additionally, to stay on the cutting-edge, part of your creative efforts will be channeled toward exploring entrepreneurial initiatives and technical investigations to bring new ideas to market through our venturing initiatives. (www.ideofutures.com)
a few example projects include:
project edison: <a href=""http://www.projectedison.io"" >
spark camera: <a href=""http://www.sparkcamera.com"" >
ralph’s killer muenster puzzle game: <a href=""http://www.gene.com/ralphskillermuenster"" >
noam prototyping platform: <a href=""http://www.noam.io"" >
other ideo work: <a href=""http://www.ideo.com/work/"" >","ideo - palo alto, ca - d.shop
ios and/or android engineer (http://bit.ly/1gfngi >)
full-stack web engineer (http://bit.ly/17j5unj5unj5q >)
the/com/////////////////// etc.

the digital shop is a creative technology studio focused on designing and developing innovative hardware and software experiences. you will work on a rich variety of projects--you might be asked to help assemble new hardware, or pair with a designer to create new to-the-world services and interactions.
additionally, to stay on the cutting-edge, part of your creative efforts will be channeled toward exploring entrepreneurial initiatives and technical operations to bring new ideas to market through our web through our video capture efforts. (developerfutures.com)
a few example projects include:
projections e: http://projectededu.io >
spark camera: http://sparkbox.com >
ralph’s kmken puppet game: http://gene.com/ralphskillermov >
noam prototyping","ideo - palo alto, ca - d.shop
ios and/or android engineer (<a href=""http://bit.ly/1gefngi"" >)
full-stack web engineer (<a href=""http://bit.ly/17j5ltx"" >)
mechatronics engineer
electrical engineer
generalist - our job ads are specific but our jobs are not.

the digital shop is a creative technology studio focused on designing and developing innovative hardware and software experiences. you will work on a rich variety of projects--you might be asked to help assemble new hardware, or pair with a designer to create new to-the-world services and interactions.
additionally, to stay on the cutting-edge, part of your creative efforts will be channeled toward exploring entrepreneurial initiatives and technical investigations to bring new ideas to market through our venturing initiatives. (www.ideofutures.com)
a few example projects include:
project edison: <a href=""http://www.projectedison.io"" >
spark camera: <a href=""http://www.sparkcamera.com"" >
ralph’s killer muenster puzzle game: <a href=""http://www.gene.com/ralphskillermuenster"" >
noam prototyping platform: <a href=""http://www.noam.io"" >
other ideo work: <a href=""http://www.ideo.com/work/"" >",0.3870677351951599,0.9727523922920228,0.0,"Original job description for reference: 'IDEO - Palo Alto, CA - d.shop
iOS and/or Android Engineer (http://bit.ly/1GEFngI >)
Full-stack Web Engineer (http://bit.ly/17J5LtX >)
Mechatronics Engineer
Electrical Engineer
Generalist - Our job ads are specific but our jobs are not. If the above titles don't fit you, we can find one that will. Use any either link above to apply or email us REDACTED_EMAIL and mention d.shop.
Our Digital Shop (d.shop http://ideo.com/expertise/digital-shop/ >) is looking for creative technology generalists with deep expertise in one or more areas to be part of  growing our digital design discipline.
We value people with intense curiosity and proven technical skills who believe in the power of design to drive change. We think to build, and build to think. We expect you do too.
The Digital Shop is a creative technology studio focused on designing and developing innovative hardware and software experiences. You will work on a rich variety of projects--you might be asked to help assemble new hardware, or pair with a designer to create new to-the-world services and interactions.
Additionally, to stay on the cutting-edge, part of your creative efforts will be channeled toward exploring entrepreneurial initiatives and technical investigations to bring new ideas to market through our venturing initiatives. (ideofutures.com)
A few example projects include:
Project Edison: http://projectedison.io >
Spark camera: http://sparkcamera.com >
Ralph’s Killer Muenster Puzzle Game: http://gene.com/ralphskillermuenster >
Noam Prototyping Platform: http://noam.io >
Other IDEO work: http://ideo.com/work/ >' 
Based on the original description, the job is located in iOS and/or Android Engineer. The company, d.shop, is seeking a qualified individual for the iOS and/or Android Engineer position. The ideal candidate would be skilled in the following technologies: iOS and/or Android Engineer. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.5856846570968629,0
"location: palo alto, ca in a house just a block from the stanford campus.
diffbot is semantic search startup that applies computer vision and nlp to the problem of structuring the web.  we're backed by stanford university and sun microsystem’s founder andy bechtolsheim and earthlink founder sky dayton. we’re a 733t, and growing, team of serial entrepreneurs, web veterans, and recent grads.
our apis currently power the largest sites on the internet.
this month, we have many new roles opening up in computer vision, nlp, data science, and scalability engineering.
if you are interested in working with us, we'd love to chat!  please introduce yourself to our team alias at redacted_email.  more information about the new roles here: <a href=""http://goo.gl/albgzf"" >
cheers,
mike tung
ceo and founder, diffbot","location: palo alto, ca in a house just a block from the stanford campus.
compbot is semantic search startup that applies computer vision and nlp to the problem ofstructuring the web.  we're backed by stanford university and sun microsystem’s founder sunny bechtolsheim and earthlink founder sky dayton. we’re a 717t, and growing, team of serial entrepreneurs, web veterans, and recent grads.
our apis currently power the largest sites on the internet.
this month, we have many new roles opening up in computer vision, nlp, data science, and scalability engineering.
if you are interested in working with us, we'd love to chat!  please introduce yourself to our team name at redacted_email.  more information about the new roles here: http://goo.gl/acbgzf >
cheers,
mark tung
ceo and founder, data science, and scalability engineering.
if you are interested in working with us, we'd love to chat!  please introduce yourself to our team name at redacted_email.  more information about the new roles here: http://goo.gl/abgzf >","location: palo alto, ca in a house just a block from the stanford campus.
diffbot is semantic search startup that applies computer vision and nlp to the problem of structuring the web.  we're backed by stanford university and sun microsystem’s founder andy bechtolsheim and earthlink founder sky dayton. we’re a 733t, and growing, team of serial entrepreneurs, web veterans, and recent grads.
our apis currently power the largest sites on the internet.
this month, we have many new roles opening up in computer vision, nlp, data science, and scalability engineering.
if you are interested in working with us, we'd love to chat!  please introduce yourself to our team name at redacted_email.  more information about the new roles here: <a href=""http://goo.gl/albgzf"" >
cheers,
mike tung
ceo and founder, diffbot
if you are interested in working with us, we'd love to chat!  please introduce yourself to our team name at redacted_email.  more information about the new roles here: http://goo.gl/abgzf >",0.4100917875766754,0.9772037267684937,-0.9999999999999982,"Original job description for reference: 'Location: Palo Alto, CA in a house just a block from the Stanford campus.
Diffbot is semantic search startup that applies computer vision and NLP to the problem of structuring the web.  We're backed by Stanford University and Sun Microsystem’s founder Andy Bechtolsheim and Earthlink founder Sky Dayton. We’re a 733t, and growing, team of serial entrepreneurs, web veterans, and recent grads.
Our APIs currently power the largest sites on the internet.
This month, we have many new roles opening up in computer vision, NLP, data science, and scalability engineering.
If you are interested in working with us, we'd love to chat!  Please introduce yourself to our team alias at REDACTED_EMAIL.  More information about the new roles here: http://goo.gl/aLBgZF >
Cheers,
Mike Tung
CEO and Founder, Diffbot' 
Based on the original description, the job is located in Palo Alto, CA in a house just a block from the Stanford campus. The company, Diffbot, is seeking a qualified individual for the scalability engineering position. The ideal candidate would be skilled in the following technologies: computer vision and NLP. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.5671119391918182,0
"location: palo alto, ca in a house just a block from the stanford campus.
diffbot is semantic search startup that applies computer vision and nlp to the problem of structuring the web.  we're backed by stanford university and sun microsystem’s founder andy bechtolsheim and earthlink founder sky dayton. we’re a 733t, and growing, team of serial entrepreneurs, web veterans, and recent grads.
our apis currently power the largest sites on the internet.
this month, we have many new roles opening up in computer vision, nlp, data science, and scalability engineering.
if you are interested in working with us, we'd love to chat!  please introduce yourself to our team alias at redacted_email.  more information about the new roles here: <a href=""http://goo.gl/albgzf"" >
cheers,
mike tung
ceo and founder, diffbot","location: palo alto, ca in a house just a block from the stanford campus.
compbot is semantic search startup that applies computer vision and nlp to the problem of structureduring the web.  we're backed by stanford university and sun microsystem’s founder peter bechtolsheim and earthlink founder sky dayton. we’re a 717t, and growing, team of serial entrepreneurs, web veterans, and recent grads.
our apis currently power the largest sites on the internet.
this month, we have many new roles opening up in computer vision, nlp, data science, and scalability engineering.
if you are interested in working with us, we'd love to chat!  please introduce yourself to our team name at redacted_email.  more information about the new roles here: http://goo.gl/abgzf >
cheers,
w tung
ceo and founder, devtech'","location: palo alto, ca in a house just a block from the stanford campus.
diffbot is semantic search startup that applies computer vision and nlp to the problem of structuring the web.  we're backed by stanford university and sun microsystem’s founder andy bechtolsheim and earthlink founder sky dayton. we’re a 733t, and growing, team of serial entrepreneurs, web veterans, and recent grads.
our apis currently power the largest sites on the internet.
this month, we have many new roles opening up in computer vision, nlp, data science, and scalability engineering.
if you are interested in working with us, we'd love to chat!  please introduce yourself to our team name at redacted_email.  more information about the new roles here: <a href=""http://goo.gl/albgzf"" >
cheers,
mike tung
ceo and founder, diffbot",0.3528940081596374,0.8992445468902588,0.5,"Original job description for reference: 'Location: Palo Alto, CA in a house just a block from the Stanford campus.
Diffbot is semantic search startup that applies computer vision and NLP to the problem of structuring the web.  We're backed by Stanford University and Sun Microsystem’s founder Andy Bechtolsheim and Earthlink founder Sky Dayton. We’re a 733t, and growing, team of serial entrepreneurs, web veterans, and recent grads.
Our APIs currently power the largest sites on the internet.
This month, we have many new roles opening up in computer vision, NLP, data science, and scalability engineering.
If you are interested in working with us, we'd love to chat!  Please introduce yourself to our team alias at REDACTED_EMAIL.  More information about the new roles here: http://goo.gl/aLBgZF >
Cheers,
Mike Tung
CEO and Founder, Diffbot' 
Based on the original description, the job is located in Palo Alto, CA in a house just a block from the Stanford campus. The company, Diffbot, is seeking a qualified individual for the scalability engineering position. The ideal candidate would be skilled in the following technologies: computer vision and NLP. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.5463505387306213,0
"santa clara, ca, full-time, linux kernel - virtualization engineer at nvidia.
we are looking for talented embedded system software engineers with a focus on virtualization to help us architect next generation hypervisor software for nvidia platforms.
this is a position in santa clara, ca.
some of the skills we look for:
technical expertise on the arm architecture, embedded virtualization, multicore designs, linux kernel, device drivers and embedded software in general.
practical understanding and implementation of microkernels, hypervisor design, multicore, cache coherency, concurrency, systems level api design, virtual memory management. also development of virtualization interfaces for the linux kernel.
keywords/specialties: virtualization, hypervisor design, microkernels, arm architecture, linux kernel, virtual memory management, multicore.
<a href=""http://careers.nvidia.com//pljb/nvidia/nvidiaemployment/applicant/jobclick.jsp?count=1&amp;id=9407"" >
for cvs please email rkhanna @ nvidia.com","santa clara, ca, full-time, linux kernel - virtualization engineer at mit.
we are looking for talented embedded system software engineers with a focus on virtualization to help us architect next generation hypervisor software for our platforms.
this is a position in santa clara, ca.
some of the skills we look for:
technical expertise on the arm architecture, embedded virtualization, codecore designs, linux kernel, device drivers and embedded software in general.
p pragmatic understanding and implementation of microkils, hypervisor design, microkars, arm architecture, linux kernel, virtual memory management, multicore.
http://careers.nve.com/pljb/nvars/nf7employment/applicant/jobclick.jsp?v=1&amp;id=9407 >
for cvs please email rhanna @ nve.com'","santa clara, ca, full-time, linux kernel - virtualization engineer at nvidia.
we are looking for talented embedded system software engineers with a focus on virtualization to help us architect next generation hypervisor software for our platforms.
this is a position in santa clara, ca.
some of the skills we look for:
technical expertise on the arm architecture, embedded virtualization, codecore designs, linux kernel, device drivers and embedded software in general.
p pragmatic understanding and implementation of microkils, hypervisor design, microkars, arm architecture, linux kernel, virtual memory management, multicore.
<a href=""http://careers.nvidia.com//pljb/nvidia/nvidiaemployment/applicant/jobclick.jsp?count=1&amp;id=9407"" >
for cvs please email rkhanna @ nvidia.com",0.4813484847545624,0.983604371547699,10.000000000000004,"Original job description for reference: 'Santa Clara, CA, Full-time, Linux kernel - Virtualization engineer at NVIDIA.
We are looking for talented embedded system software engineers with a focus on virtualization to help us architect next generation hypervisor software for NVIDIA platforms.
This is a position in Santa Clara, CA.
Some of the skills we look for:
Technical expertise on the ARM architecture, embedded virtualization, multicore designs, Linux kernel, device drivers and embedded software in general.
Practical understanding and implementation of microkernels, hypervisor design, multicore, cache coherency, concurrency, systems level API design, virtual memory management. Also development of virtualization interfaces for the Linux kernel.
Keywords/Specialties: Virtualization, hypervisor design, microkernels, ARM Architecture, Linux kernel, virtual memory management, Multicore.
http://careers.nvidia.com//pljb/nvidia/nvidiaemployment/applicant/jobClick.jsp?count=1&amp;id=9407 >
For CVs please email rkhanna @ nvidia.com' 
Based on the original description, the job is located in Santa Clara, CA. The company, NVIDIA, is seeking a qualified individual for the Virtualization engineer position. The ideal candidate would be skilled in the following technologies: Virtualization, hypervisor design, microkernels, ARM Architecture. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.5022558867931366,0
"i don't know if this is the right place to post this and i'm sorry if it's too intrusive.
i created a small python program to help job seekers to parse through all the jobs posted on hacker news.  it uses keywords like 'new york', 'nyc', 'sf' to only get the jobs in the area you want and it saves it all in a text file.
you can find the code here: <a href=""https://github.com/sunwooz/hacker-news-job-parser"" >
by the way, i'm looking for a junior web developer position in nyc! please contact me if you are interested. redacted_email","i don't know if this is the right place to post this and i'm sorry if it's too intrusive.
i created a small python program to help job seekers to parse through all the jobs posted on hacker news.  it uses keyword like 'new york', 'nyc', 'sf' to only get the jobs in the area you want and it saves it all in a text file.
you can find the code here: https://github.com/glooz/hacker-news-job-perf >
by the way, i'm looking for a junior web developer position in nyc! please contact me if you are interested. redacted_email'","i don't know if this is the right place to post this and i'm sorry if it's too intrusive.
i created a small python program to help job seekers to parse through all the jobs posted on hacker news.  it uses keyword like 'new york', 'nyc', 'sf' to only get the jobs in the area you want and it saves it all in a text file.
you can find the code here: <a href=""https://github.com/sunwooz/hacker-news-job-parser"" >
by the way, i'm looking for a junior web developer position in nyc! please contact me if you are interested. redacted_email'",0.5004038214683533,0.9922399520874025,1.9999999999999984,"Original job description for reference: 'I don't know if this is the right place to post this and I'm sorry if it's too intrusive.
I created a small python program to help job seekers to parse through all the jobs posted on Hacker News.  It uses keywords like 'New York', 'NYC', 'SF' to only get the jobs in the area you want and it saves it all in a text file.
You can find the code here: https://github.com/sunwooz/Hacker-News-Job-Parser >
By the way, I'm looking for a Junior Web Developer position in NYC! Please contact me if you are interested. REDACTED_EMAIL' 
Based on the original description, the job is located in New York', 'NYC', 'SF. The company, New York, is seeking a qualified individual for the New York position. The ideal candidate would be skilled in the following technologies: New York', 'NYC', 'SF. The remote work options for this job are currently unknown. Write a new job description using only the information provided in the original description.",0.4918361306190492,0
